label,clean_data
1,covid vaccin review stanford doctor watch pleas visit bect youtub channel
1,get first shot next week believ needl arm
1,global coronaviru death toll reach
2,get first dose vaccin today thing seem brighter
0,yesterday felt fine w low grade fever chill yesterday even temp shake chill overnight fatigu achi today hope tomorrow much better
1,great news mnra deliveri date million vaccin dose move
2,posit news shot johnson amp johnson accept part document need entri china shanghai daili
2,day far good
1,posit human gestur us support grow covid wto waiver rais india south africa ndtv
1,soriyan india cannot manufactur even bell pin british leav india export vaccin england rest world
0,knock six ill week fine week want sleep age got one
1,expect illiter fake peopl
2,covid vaccin highli effect first shot real world use studi
1,point know vaccin side effect menopaus symptom day serious consid go doctor still log wacki stuff possibl
1,first covid vaccin
1,sputnik v covid vaccin launch earli june price say dr reddi
1,refer went onto refer deem potenti better one respect
1,china current open allow took chines vaccin knew world war virus vaccin
2,singl dose prevent
2,get fulli vaccin resum normal activ health expert plead american via
1,proud partnership signific mileston
2,wear mask take vaccin covid pain
1,answer question
1,concern public domain expiri date receiv vaccin batch th april vaccin expir
1,click link learn
1,analog birth control covid vaccin make valid point
2,thread thread tribun front page stori efficaci fight mutant
1,center declar quota let state creat vaccin prioriti execut plan give flexibl state includ vulner announc export deal compens loss
2,current wait get st
1,turkey record daili confirm case covid
1,take deliveri noon saturday first first pharma compani whose drug approv european author airport
2,review medicin regul conclud vaccin safe effect benefit outweigh risk
1,dispatch medic offic would use app enter detail amp individu got vaccin amp vaccin dose receiv report
0,well us listen us peopl want johnson amp johnson product unreli usual recal name popular merchandis usual recal defect j amp j
2,differ attitud get fulli vaccin
1,today receiv dose covid vaccin donat vaccin medic staff elderli amp chronic ill palestinian health author amp use vaccin provid amp
2,new develop china nation biotec group compani cnbg subsidiari obtain regulatori approv clinic trial compani said offici weibo account saturday
1,okay took hour side effect pop shot arm sore fatigu slight headach hot flash complain much side effect fade away quick enough
1,welcom nd dose day diari woke felt inspir whip meal kitchen even save kim hay cook come home
1,pm shri took first dose aiim delhi today led way drive take dose local develop bharat biotech
2,woah half way woah livin prayer took drive today lancast calif antelop valley vaccin
1,eu countri approv usag hungari cz pm babi consid row back reject expert amp health ministri stori
1,augment suppli product increas current crore dose month crore septemb enhanc capac amp ad manufactur
2,find amp figur manag get rid certain thing twitter feed may coolest thing today well besid get first dose afternoon along husband
2,took first dose vaccin today medaram phc appeal everyon elig get vaccin let continu effort make india covid free
1,india clear way foreign made covid vaccin invit applic indiabloom first portal digit news manag
1,shot go edit actual
2,hour first short got littl pain arm felt sleepi day feel good chicago illinoi
2,moment put w thank post alreadi advoc strongli vaccin finest part protect famili colleagu patient
1,monument news gulf state compani start produc vaccin success triall uae mani famou clinic suppli around world
2,second vaccin thank
1,first batch vaccin arriv mexico
2,vaccin assess
2,appreci effort sheikh abdullah bin zay leadership launch life scienc vaccin manufactur project
1,ocgn look small vaccin bottl enlarg littl
1,next morn arm littl sore milk headach also tire may relat vaccin overal mild reaction
2,updat concern first safeti updat good news recommend chang regard use vaccin
1,first block get nod emerg use enabl amp health organ procur vaccin distribut countri need
1,euro paid russian citizen dual citizen germani receiv vaccin
1,nd shot warn abt got b surviv shot battl round shot rough part omg hr blur hard hot red knot inject site itch ice pak use b happi gone
1,prime minist shri narendra modi receiv first dose vaccin today govern start give free vaccin gener public hospit
1,anybodi know side effect vaccin pancreat patient mom pancreat patient worri vaccin one better without side effect
0,weirdest reaction week st dose swollen hard red hot tender deltoid low grade temp fatigu anyon els report long post
1,hope either noth two
2,got st shot today first round part get vaccin continu gonna
1,center mani local peopl made onlin appoint covid receiv jab interview spoke posit feel side effect
1,longer secret baxter biopharma solut announc agreement manufactur vaccin bloomington
2,got first dose today
1,manufactur vaccin local minapharm manufactur vaccin sputnik v local via
1,begin rollout
1,indian council medic research said monday neutralis multipl variant effect neutralis doubl mutant strain well cite find studi carri
1,got second jab done dust
1,wife got jab today j j hospit mumbai
0,russian roulett
2,know time time get vaccin first share help tip let get readi big day link latest blog post thing vaccin bio
1,phase data show vaccin safe induc immun respons lancet studi
1,need keep lac daili target need made avail made avail equal measur
1,taken clinic trial mode consent form need dcgi decis base interim efficaci data releas compani till vaccin rollout mass clinic trial
1,contract health minist approv avoid test nation regul govt collaps test start russian freak stori corrupt politician everywher
1,hey guy pleas repli urgent got law regist covid vaccin mil diabet well high bo patient want know vaccin go
2,realli want thank made possibl mani thank much love love even
2,ji u took protect urself pleas also protect amp amp
1,cut shipment due end april million dose dose
2,go tell govt busi play red tape game pacifi lobbyist west alik delay approv highest efficaci rate vaccin world
1,could next step crimin incompet allow british peopl vaccin work put past
1,accord organiz chart offici oper warp speed leadership structur militari offici work dept defens
0,trial stop give jab uk medicin regul investig possibl link rare adult bbc news
1,avail
1,ye got covaxin first shot get central govt increas suppli nd shot worri suppli right hospit report short suppli covaxin
2,embarrass moscow russia everyth open busi usual ontario report case new case toronto close busi church famili hope canada get syria effect
1,dr reddi tell us import begin end may earli june
1,eat alon doug ford trudeau toronto ontario canada forc stay home famili busi church hope life order russia get syria
1,batch china donat vaccin arriv brazzavil capit republ wednesday congoles health minist minist foreign affair nation defens minist chines ambassador congo welcom vaccin airport
